user_id	playtime_forever	playtime_2weeks	appid
	27		277870
	0		278100
	17		278360
	4330	56	48700
	74		48720
	400		213670
	20		282440
	28		238240
	1		285330
	16		285580
	403		286160
	226		274190
	532		291410
	510		291860
	95		270550
	718		293260
	8		293540
	230		293880
	343		246900
	16		265210
	196		294810
	18		295550
	14		222900
	328		282800
	5		298160
	659		238460
	111		237930
	7		300040
	79		301520
	22		304030
	34		304050
	64		304930
	0		305740
	104		63380
	28		224600
	11		302380
	254		307110
	0		307880
	106		227700
	4		310380
	154		9900
	0		244630
	36		312990
	175		9880
	87		268420
	3		227940
	34		314280
	914		206420
	180		269210
	180		247080
	11		315430
	5		274900
	0		316010
	296		317360
	275		261180
	23		258160
	1002		261640
	0		205790
	26		319150
	125		319510
	27		229810
	54		322190
	86		323060
	106		323370
	0		232890
	107		301970
	6		305050
	190		258970
	0		326960
	75		327690
	176		223650
	12		227180
	69		24240
	75		308420
	0		17570
	652		730
	3		333930
	0		335240
	813		335670
	16		339400
	309		339800
	39		346120
	88		346900
	1596		339280
	800		241930
	3		353130
	16		354200
	263		8850
	0		409720
	44		356330
	9		356570
	46		356670
	1064		306130
	1095		299360
	251		21690
	0		359960
	989		232090
	0		232150
	118		361420
	32619		363970
	41		364470
	49		274270
	27	27	366220
	453	202	367500
	31		368730
	195		238370
	0		397080
	605		372800
	500		374040
	0		374570
	0		375010
	1		375950
	628		380360
	22		380840
	4		381120
	1		383080
	71		385770
	4227	267	386360
	1359		291550
	21		388090
	388		352460
	100		393530
	48		394310
	255		395200
	500		397460
	292		331600
	717		236110
	187		402840
	0		407330
	1456		280790
	21		414730
	13		416690
	13		422970
	0		423770
	249		425580
	886	456	268500
	279		427270
	7		429790
	194		431240
	4620		431960
	56		434570
	0		436110
	2845		438040
	92		364360
	685		437220
	2027		444090
	0		596350
	22		446540
	604		394230
	1061	31	453480
	95		205890
	818		459820
	8		462930
	23		466910
	2		492800
	136		442080
	632		273350
	184		506140
	1039		402570
	389		512900
	0		397060
	230		536930
	1		546390
	241		547680
	140		489830
	265		557400
	3		302590
	1441		564710
	86		582500
	107		582660
	101		596650
	0		598390
	8		511800
	98		612020
	8		572520
	196		626680
	27		559460
	8		652980
	9		22350
	235		113020
	0		436180
7.65612E+16	47		109400
	36		211500
	442		239220
	203		253710
	3		301520
	175		304050
	707		304930
	1352		291480
	748		335240
	1589		363970
	0		374570
	156		291550
	634		389570
	36		409510
7.65612E+16	382		240
	15983		4000
	92		10090
	364		6060
	699		33910
	362		33930
	2		65700
	1		65720
	41		65780
	8		65790
	1		107430
	0		219540
	215		219150
	5		11020
	28		51100
	79		113400
	0		203290
	0		206210
	189		208090
	0		211500
	180		218230
	0		230410
	6330		236390
	0		39000
	0		214420
	17		233630
	169		248570
	19		250420
	126		262410
	0		265630
	38		271290
	258		223750
	56		253710
	465		224580
	1433		233450
	1234		244850
	2176		244210
	184		248610
	1100		219640
	3318		252950
	7128		107410
	208		24010
	79		265210
	0		266430
	684		25000
	62		234190
	3198		8930
	8047		271590
	41		225840
	325		285900
	0		293540
	1271		301520
	8		302830
	0		304030
	49		304050
	227		304930
	9		302380
	2109		227940
	1449		314160
	388		206420
	149		317360
	6		41300
	35708		730
	729		218620
	71		333930
	9		335240
	956		225540
	9		341720
	3271		346010
	65		346900
	7		363790
	67		363970
	20		257400
	20		380600
	11		380840
	36		291550
	15		390670
	13		389570
	174		352460
	2		393410
	1090		397340
	120		417860
	35		436820
	352		244930
	249		446020
	11		447270
	20		450390
	792		450540
	232		275850
	0		455440
	172		471710
	187		493490
	1712		516750
	138		520010
	0		534500
	30		550040
	0		270130
	0		446620
	43		565030
	9		568810
	20		572000
	21		584210
7.65612E+16	565		10
	0		20
	0		30
	0		40
	0		50
	0		60
	39		70
	0		130
	221		300
	179		3830
	16779		240
	6167		4000
	0		6850
	31		6860
	12		6900
	0		320
	0		340
	947		8000
	4		4540
	13		4550
	0		475150
	0		2280
	0		2290
	0		2300
	0		9050
	0		9070
	0		9160
	0		2200
	0		2310
	0		2320
	0		2330
	0		2340
	0		2350
	0		9030
	0		9040
	529		220
	0		360
	238		380
	257		400
	254		420
	0		12140
	0		12150
	388		12900
	0		7670
	0		409710
	38		13240
	25788		13230
	0		17300
	0		17330
	0		17340
	230808		500
	1078		13210
	177		9480
	45		12100
	31		12110
	0		12120
	0		12170
	0		12180
	1521		12210
	0		12230
	0		12240
	0		12250
	3216		1250
	0		35420
	21		15520
	0		25700
	0		32400
	0		6020
	11960		550
	0		223530
	3614		8980
	1387		10180
	25754		10190
	0		31170
	0		31180
	0		31190
	0		31200
	0		31210
	169		18820
	70		24960
	0		8850
	0		409720
	21		10680
	308		8190
	0		35140
	501		49600
	0		21090
	0		21110
	0		21120
	0		2620
	0		2630
	0		2640
	27		7940
	50		10090
	2		33900
	8435		33930
	0		219540
	0		42120
	374		22600
	0		9500
	0		22000
	0		22180
	0		24420
	0		25010
	0		40720
	0		4500
	0		41700
	0		50130
	0		40990
	170		31280
	16		57300
	0		41000
	92		41010
	0		41050
	0		41060
	0		227780
	0		564310
	346		42700
	5951		42710
	1		35460
	0		12220
	46		41730
	98		40800
	0		31700
	0		41210
	0		57800
	22		70300
	0		221180
	0		27810
	0		35800
	0		37800
	0		44200
	0		60600
	53		20820
	9		23120
	7		26500
	0		40420
	0		57200
	0		26800
	0		29180
	0		40700
	236		93200
	257		92300
	131		42910
	705		620
	74		15500
	85		15540
	254		18500
	23		38700
	0		38720
	33		63700
	46		44340
	281		72200
	14183		105600
	0		20920
	82		98200
	261		21100
	104		98800
	358		91310
	0		42680
	3569		42690
	116		111800
	0		28050
	0		1500
	0		1510
	0		1520
	0		1530
	464		24240
	0		65800
	0		110800
	682		55230
	211		41070
	0		6120
	83		63710
	30		94200
	0		99700
	0		15700
	0		15710
	0		15740
	0		15750
	0		205790
	0		16300
	0		31410
	41		55040
	0		91600
	23		98600
	0		102200
	0		107800
	0		112100
	21		200910
	172		38600
	0		104700
	215		108710
	0		208580
	139		207150
	0		48000
	0		204060
	437		96800
	0		216370
	0		225760
	116901		730
	0		215670
	126		211260
	107		212680
	61		204360
	749		49520
	91		200710
	283		220860
	114		219150
	87		200170
	644		204630
	336		219640
	168		220820
	3131		4920
	0		220240
	0		203140
	0		205930
	0		4570
	130		225140
	0		225160
	0		4560
	0		9340
	0		9350
	0		9420
	0		15620
	0		20530
	0		20550
	0		20570
	0		43110
	0		50620
	0		50650
	0		55100
	0		55110
	0		55140
	0		55150
	0		56400
	0		228200
	0		462780
	375		212480
	23		230410
	4796		238960
	4		223710
	24		224260
	87		245550
	0		343450
	895		224580
	0		229660
	11839		229870
	11		227260
	137		216090
	0		7000
	0		8140
	470		203160
	0		224960
	0		224980
	0		225000
	0		225020
	0		225300
	0		225320
	148		233720
	452		216250
	61		234160
	78		238210
	0		72850
	152		217140
	0		238050
	0		40390
	0		225640
	0		218620
	0		206420
	743		251630
	16		252490
	10287	37	252950
	4		219990
	163		221910
	17		260430
	1984		221100
	47		270450
	0		222880
	19		239160
	0		222900
	1656		286160
	18627		295110
	70		362300
	2461		433850
	0		439700
	1		209650
	457		209660
	0		333930
	195		338170
	8318		271590
	148		261640
	407		232090
	0		232150
	0		200260
	0		208650
	0		209000
	0		267490
	244		352460
	654		431240
	0		377160
	0		292030
	0		489830
	8547	1210	578080
7.65612E+16	11263		10
	0		20
	0		30
	0		40
	0		50
	0		60
	216		70
	0		130
	0		220
	0		340
	0		320
	0		360
	0		380
	0		420
	83		550
	0		223530
	1		33910
	130		33930
	0		219540
	4006		39500
	24		39510
	0		65540
	303		21100
	517		65600
	439		620
	17		105600
	0		113200
	2318		102500
	266		91310
	2307		730
	658		200710
	27		223470
	0		65790
	355		221040
	1020		242760
	0		243120
	1046		107410
	3324		218620
	256		251570
	1161		252490
	198		241540
	2697		262060
	74		263440
	2958		221100
	18		237870
	6210	3803	281990
	14280		295110
	0		362300
	0		433850
	0		439700
	1256		298630
	370		299860
	424		313010
	1397		239140
	3088		250900
	4094		236430
	27143		346110
	0		407530
	0		287290
	242		329430
	62		359320
	70		367500
	0		249230
	0		322330
	10		352460
	133		413150
	9892		427520
	0		461720
	1942		487120
	0		537700
	4684		555570
	68		215280
7.65612E+16			
7.65612E+16	827		240
	0		20
	8		50
	300		70
	0		130
	12		1200
	0		1230
	8		1280
	509		2100
	99		2130
	394		3830
	8502		4000
	0		6200
	40		2600
	76		6980
	251		2400
	0		2420
	0		2430
	0		4540
	0		4550
	0		475150
	79		2200
	0		2350
	11		320
	15		340
	0		360
	28		380
	23		12130
	17		12900
	21		2700
	81		15100
	24		13700
	317		15300
	0		13630
	0		13620
	136		19830
	0		19840
	970		12200
	16424		500
	624		9480
	460		16450
	0		23310
	7019		29720
	2640	3	22330
	5052		1250
	0		35420
	0		35700
	87		3700
	0		11390
	1249		10180
	6606		10190
	14734		550
	0		223530
	251		20900
	61		18110
	1		11450
	98		12710
	21		12810
	120		41000
	0		564310
	0		37000
	78		22370
	243		41700
	2310		48700
	1178		24960
	502		43110
	378		8190
	0		45410
	0		45400
	213		400
	73		21090
	0		21110
	0		21120
	235		24780
	358		31280
	358		57300
	0		70100
	0		70110
	549		50620
	33		462780
	555		45750
	45		6120
	3208		8980
	62		39500
	0		39510
	18		65540
	0		72400
	1845		12210
	116		12220
	2326		47810
	2139		2450
	0		41730
	0		7520
	0		15700
	0		15710
	0		15740
	0		15750
	0		31700
	316		21100
	0		92800
	608		63200
	555		40800
	0		70000
	2070		620
	1760		22350
	910		20920
	5055		105400
	191		22450
	0		98510
	0		91700
	420		19680
	0		70120
	7		22650
	580		17470
	757		47780
	7		107300
	43		107310
	142		34830
	100		55150
	0		96100
	30		33420
	2511		28050
	2148		24240
	0		63000
	180		113200
	0		116120
	315		201280
	1042		201870
	0		203730
	0		239430
	188		40380
	25		70600
	0		205790
	529		67370
	3214		22380
	127		205350
	7		102840
	64		102600
	9		15560
	9		205730
	0		210950
	916		207610
	167		211600
	0		211740
	35		98400
	0		23700
	582		200010
	551		50300
	193		91310
	476		7670
	4		8850
	554		409710
	1		409720
	90		108710
	24		202750
	1858		211420
	556		35140
	58		20500
	0		20530
	0		20550
	0		55110
	0		214340
	11		209080
	7190		730
	284		200510
	0		218510
	2158		200260
	109		204360
	7		212680
	5940		49520
	379		202970
	951		202990
	35		212910
	749		200710
	0		7510
	220		219150
	2458		205100
	5792		219640
	63		211400
	3		57690
	1		23490
	0		33520
	0		33530
	32		57600
	5		215470
	0		218660
	0		1930
	1620		223470
	394		55230
	0		212110
	825		220240
	0		220780
	1067		203140
	16		205930
	0		45740
	336		45770
	1410		17460
	1503		24980
	6		209190
	1		221640
	7		34870
	112		42910
	1337		208480
	623		50650
	261		388410
	0		21400
	8		227280
	0		368730
	458		209120
	5		200210
	20		212800
	935		218230
	277		230410
	34		236390
	7		238960
	93		272350
	37		223710
	222		265630
	0		223750
	7		224260
	0		217920
	174		232910
	401		225260
	180		204080
	8		232770
	9		233450
	104		57680
	22		225140
	102		227480
	401		233720
	239		234710
	29		113020
	0		232970
	0		234940
	12		234190
	52		234650
	33		233270
	42		215690
	12		65930
	409		204450
	1427		43160
	42		222730
	19459		218620
	127		206190
	7388	39	72850
	65		241600
	0		224420
	289		35720
	457		224060
	0		244890
	1456		237110
	418		207140
	165		33220
	2516		235600
	0		246980
	0		241620
	129		234080
	0		230860
	170		239030
	2049		209000
	1873		214560
	342		248820
	83		248970
	168		239350
	118		239820
	121		238320
	276		239200
	13		250180
	866		250320
	172		250760
	37		4570
	0		4580
	0		9310
	0		9450
	0		208610
	43		245170
	2136		251170
	0		253900
	0		253920
	0		253940
	0		253980
	49		241540
	0		22120
	0		22140
	26		22180
	1476		242050
	926		233130
	3		255520
	14		6910
	27		258180
	1393		238010
	18		259640
	129		221910
	55		260230
	0		260410
	568		208090
	226		238430
	945		261030
	0		263700
	17		264280
	340		242700
	0		264730
	0		37030
	0		265380
	290		265930
	0		34820
	137		211820
	0		367540
	0		267920
	0		267980
	0		269350
	0		270090
	20		204300
	465		235460
	13280		271590
	0		271640
	0		271860
	0		201790
	26		255030
	0		208670
	233		224480
	108		274290
	575		222880
	478		225840
	0		277450
	0		277460
	10		22100
	28		48720
	0		10270
	684		213670
	0		281820
	248		246620
	0		282100
	0		283290
	0		283310
	0		283330
	6		283370
	0		283430
	0		284830
	619		285900
	14610		236430
	0		287120
	24		249380
	0		505170
	9752		287700
	890		8870
	0		289090
	0		291610
	0		292390
	3		292410
	0		292570
	940		201810
	0		298140
	94		238460
	624		227300
	0		232010
	0		258760
	0		302060
	0		302080
	586		286690
	818		287390
	0		301460
	0		301690
	0		301750
	0		351030
	0		302250
	0		302460
	0		303470
	0		306410
	0		8600
	0		8660
	0		211500
	78		307290
	40		227700
	27		310370
	0		310450
	752		311340
	52		313120
	0		238890
	0		314280
	636		206420
	0		315260
	239		317360
	0		319510
	0		6880
	1500		241930
	0		268050
	576		274170
	1966		239140
	1619		307690
	1904		35450
	0		236830
	49		208750
	0		327690
	1150		261640
	733		330830
	1786		330840
	354		17570
	0		331120
	64		305620
	21		333930
	25		335670
	0		322330
	518		257510
	0		319630
	5		341190
	338		307780
	557		235540
	4479		232090
	0		232150
	1	1	365720
	0		365770
	3152		367500
	81		238370
	0		397080
	5021		374320
	206		376570
	798		377160
	4595		236870
	11974	50	381210
	16		291550
	77		352460
	188		397550
	149	149	418460
	2237		208650
	13		244930
	0		310380
	0		34270
	0		205230
	0		205950
	445		444090
	0		596350
	2189	388	337000
	35	35	379720
	1267		359550
	0		623990
	1115	1115	403640
	8		496920
	226		273350
	80		530700
	0		545100
	1		489830
	0		555450
	19		563560
	257	257	614570
	105		368420
	0		308040
7.65612E+16	19231		4000
	238		11450
	167		12200
	1058		17460
	81		10150
	541		12810
	83		20500
	289		550
	0		223530
	80		8980
	99		20920
	174		19680
	35		107100
	146		110800
	13779		72850
	1939		55230
	148		102500
	246		207610
	34		91310
	132		115320
	667		50650
	97		211260
	1175		200260
	96		204360
	3871		49520
	77		214590
	334		219600
	128		220240
	0		207230
	26		208090
	0		212500
	191		218230
	2914		230410
	0		236390
	304		243870
	1		209870
	0		237310
	26		265630
	0		266070
	137		271290
	118		224260
	253		225260
	11		225600
	271		236090
	399		216250
	495		224060
	8477		218620
	202		235600
	595		209000
	2252		206420
	47		250760
	295		207140
	158		205100
	133		219990
	0		261030
	635		249130
	158		261570
	365	83	242700
	2408		271590
	87		278080
	564		213670
	40		280160
	99		282140
	1302		287700
	13		95400
	401		238460
	55		237930
	42		286690
	81		287390
	51		301520
	59		304430
	455		304930
	46		250400
	119		224600
	556		9900
	6		312990
	14		313730
	0		205790
	115	15	321040
	260		274170
	275		321840
	932		220440
	27		323370
	95		221040
	435		241930
	216		238590
	647		307690
	0		238320
	779		261640
	585		313690
	798		330830
	844		730
	2372		323470
	732		333980
	33		250900
	698		319630
	0		2400
	0		2420
	0		2430
	148		301640
	41		342380
	12		343630
	190		301910
	1058		311560
	693		306130
	2097	545	232090
	0		232150
	4		1250
	0		35420
	1		365720
	87		218640
	28		296830
	298		367500
	214		329050
	1800		292030
	7		373770
	624		374320
	574		376570
	6810		377160
	25		350080
	304		379720
	59		385800
	2938		386360
	1905		389730
	149		352460
	113		394970
	130		397270
	116		400910
	0		404480
	146		411830
	470		311210
	0		455130
	129		418340
	148		420110
	2404		208650
	1566	245	368500
	41		423230
	255		234670
	1456		349040
	321		429660
	66		438490
	40		460870
	0		444090
	0		596350
	58		449800
	0		50620
	55		462780
	170		50130
	2386		454650
	0		402570
	245		312660
	0		540070
	0		567810
	561		460930
	363		524220
	20		602520
	98		460790
	10		9480
	508		374040
	8		648430
	100		350280
7.65612E+16	0		240
	2650		4000
	286		7940
	11719		10090
	0		1250
	0		35420
	763		10180
	0		10190
	10732	721	550
	0		223530
	976		42700
	13		42710
	170		40800
	1213		620
	9395		105600
	0		107300
	287		107310
	1614		113200
	384		72850
	1050		201790
	13		50650
	1		202970
	0		202990
	177		212910
	80		49520
	124		205100
	149		236390
	4		243870
	24		224260
	24		246280
	168		34870
	3		8870
	91		219740
	0		322330
	881		224540
	24		250500
	2385	154	252950
	98		211820
	0		367540
	4988		271590
	1258		213670
	0		201810
	52		295110
	0		362300
	0		433850
	0		439700
	0		295550
	21		296470
	166		238460
	17		301520
	775		304930
	1		227940
	188		318430
	0		205790
	125		319510
	141		322170
	27		17570
	1211		730
	0		332800
	12193	820	250900
	52		301640
	1323		346900
	0		354140
	16		39120
	76		355180
	0		366844
	0		375950
	41		382850
	12		386360
	1688		291550
	0		388090
	2		389570
	15		352460
	2019		311210
	0		455130
	133		431240
	5		436150
	68	68	359550
	0		623990
	0		506610
	26		292030
	62		447040
	16		564710
	612		393080
	0		393100
7.65612E+16	290		4000
	17		40800
	239		42910
	2450		55230
	7		104900
	1		49520
	3031		217490
	0		205790
	0		49540
	0		51100
	475		109600
	17668		230410
	16		236390
	277		240320
	67		272350
	27		214420
	0		265630
	54		271290
	0		206500
	0		246280
	130		219740
	1531		322330
	477		242760
	22		248530
	232		218620
	248		206420
	28		253980
	67		272040
	18		273110
	95		282440
	0		286040
	12		293540
	365		298630
	908		301520
	53		304050
	5		304930
	1		224600
	3		227700
	0		315640
	5		258160
	537		323370
	47		326740
	0		331470
	74313		730
	21		332070
	2		336520
	234		273350
	92		346110
	0		407530
	17		346250
	28		346900
	269		39120
	82		356130
	2		372800
	1		376140
	43		385770
	587		386360
	697		387990
	178		352460
	24		391460
	3		393410
7.65612E+16	346		4000
	973		550
	0		223530
	920		33230
	18		40800
	675		32800
	582		67370
	1211		212680
	123		204360
	427		50620
	59		50650
	147		388410
	226		462780
	45		17080
	0		113400
	944		207230
	2582		230410
	243		236390
	1059		240320
	74		243870
	145		223710
	652		262410
	20		271290
	16		224260
	40		233270
	73		210770
	3050	5	72850
	1214		241600
	395		244850
	426		91310
	923		216250
	1520		220240
	1227		218620
	622		235600
	886		239820
	296		265930
	1181		211820
	0		367540
	381		235460
	1577		251570
	916		246620
	9		287100
	459		233290
	346		294100
	462		286690
	0		287390
	0		301520
	130		304050
	721		304930
	365		311690
	694		227940
	7		315640
	2		222900
	5619		289650
	0		317250
	25		258160
	0		205790
	998		241930
	98		250400
	7		321480
	26		323370
	2198		307690
	13853	616	331470
	20		10
	0		80
	0		100
	0		240
	38385		730
	2161		241560
	6846		239140
	611		282070
	1749		322330
	21135	35	250900
	546		262060
